"","call.rate","cloud","moon"
"1",2.90222428440979,0.118549714330584,0.240516708232462
"2",3.65457990640657,0.915570816257969,0.560178672429174
"3",3.67773979145854,0.0941065710503608,0.559527609497309
"4",2.73248845860151,0.853564851218835,0.855468815891072
"5",3.56211622896261,0.139992872718722,0.240291422931477
"6",4.10564779051517,0.352242446271703,0.437421243870631
"7",4.63539551013891,0.832887146389112,0.993006543256342
"8",2.55965257094831,0.96966436994262,0.351535580353811
"9",2.95325779734861,0.911996196722612,0.0204202367458493
"10",3.38805716059181,0.305961824720725,0.358118240488693
"11",1.85238196728936,0.875083405291662,0.0541225683409721
"12",2.68091307785377,0.682856297818944,0.774774890160188
"13",3.63056131411698,0.913509386824444,0.835608066059649
"14",0.73575088631257,0.674479822861031,0.000579964136704803
"15",3.41313417378504,0.745511817978695,0.940495141316205
"16",3.55153257363044,0.807297754567116,0.492169600445777
"17",4.79902829227863,0.192742782412097,0.878780788276345
"18",3.79321955445578,0.139737222343683,0.706559894839302
"19",2.53486360145758,0.861148360418156,0.220671380404383
"20",3.24194508891656,0.476395817473531,0.732910238206387
"21",3.26814417225915,0.103882122784853,0.276965320343152
"22",5.46615420421617,0.252713358262554,0.688114189077169
"23",2.44337535144847,0.173289386322722,0.303371656918898
"24",2.4321632468549,0.163373882416636,0.0654800948686898
"25",0.989096929449942,0.287498691817746,0.345123711740598
"26",5.06996288076539,0.143812316237018,0.695954417809844
"27",3.48945549575487,0.0615209052339196,0.242779791587964
"28",2.37844089983013,0.33276904723607,0.520252198679373
"29",2.86887122270948,0.419675175100565,0.0970012596808374
"30",3.19728732254783,0.0622508660890162,0.204049014486372
"31",4.83337422284429,0.688965269597247,0.547838799189776
"32",3.21685091493554,0.756056853802875,0.479138390626758
"33",3.91532605573926,0.0679616106208414,0.357626214856282
"34",4.13354178984681,0.450589360902086,0.455833397107199
"35",3.99125737216661,0.870573893887922,0.34202491864562
"36",4.28852569316136,0.367315015522763,0.533030463382602
"37",4.02412243875433,0.728517370764166,0.218018904794008
"38",2.97180368304798,0.573887087637559,0.868932355893776
"39",3.28000474989678,0.939692933810875,0.00376975466497242
"40",4.43204069173638,0.0393712872173637,0.750273732934147
"41",3.72811862091762,0.948487339075655,0.442290738224983
"42",1.5539700893561,0.855415618279949,0.755430867196992
"43",2.71072482809646,0.69206696911715,0.0956265944987535
"44",3.08469693456448,0.844894314417616,0.28525302442722
"45",3.68498015546595,0.756894354941323,0.789293203270063
"46",3.81438784353697,0.664357874775305,0.127476025838405
"47",3.03049598626811,0.253715463448316,0.0679895002394915
"48",2.75189619500083,0.432597620878369,0.451496692141518
"49",4.1559741375394,0.412551449844614,0.498343524290249
"50",4.12654919352259,0.234658345580101,0.512293415609747
"51",3.46852159574989,0.0873653118032962,0.137702472507954
"52",2.25646176236107,0.516686908202246,0.875123137841001
"53",3.70388793739808,0.711844804696739,0.768205439439043
"54",3.64423153154889,0.394919004989788,0.062361107673496
"55",5.59421755555109,0.147899103583768,0.992358909454197
"56",3.77886937983699,0.462071606889367,0.317848059348762
"57",2.9370247306782,0.827450877055526,0.287159102968872
"58",1.67278915480161,0.725368414772674,0.00784975243732333
"59",3.52168196976254,0.948630876839161,0.927356591913849
"60",3.35155080835843,0.758373119402677,0.135934650199488
