"","Length","Latitude","Temperature"
"1",257.353154551803,41.8554371043356,22.4155664919394
"2",250.572690957909,43.6733900268837,20.9419914840273
"3",262.391961653286,43.9356249983572,20.5806302327655
"4",263.330909859511,45.12240691649,19.6998708251329
"5",256.610944833745,43.9228285434706,21.2552352491409
"6",254.272532816605,41.9329021708994,22.8775424274919
"7",261.010986202579,45.7691189706791,19.4418502832849
"8",265.194544623261,45.3632068248232,18.3983474596366
"9",266.765280169946,45.333477276518,20.5150506035644
"10",255.507107092655,46.1593146220812,19.2935192008379
"11",256.89284927924,41.9819933056153,22.7061827677767
"12",259.155808962885,44.3559342078747,20.6858026426739
"13",254.78906160341,44.9507102365677,20.1310746482972
"14",252.805711692808,43.2176633558514,21.5478554235556
"15",255.114992035899,44.7917423851487,21.0512985913758
"16",265.234755886666,47.0094855486649,17.7819884732913
"17",266.863248685275,45.8646762583258,18.7347600089201
"18",259.696152634229,45.9599134568964,18.6675585756472
"19",263.53836673324,45.2717980268497,19.4088810675257
"20",270.052206722435,46.6816478725471,17.8489072690091
"21",258.660776037238,45.8325493029431,20.2640509275492
"22",259.23091513019,44.1066556847841,20.2957166819449
"23",249.185843669524,44.5852346053715,21.2312192652406
"24",265.602638910582,45.2348473098444,19.6690769881344
"25",267.295115052277,46.2942318930287,19.0266515232847
"26",258.17695652609,45.0810312609231,20.1771723076449
"27",267.505712339556,46.2409538754714,19.004283309495
"28",257.723373195383,47.2964304733387,19.5357273002092
"29",257.075183612768,45.769414115925,20.1521022697787
"30",264.499602525475,43.5785360179369,21.3686399232008
"31",252.983943657226,45.366011130326,19.5150409095126
"32",260.947320948646,46.7215226168592,18.547118390915
"33",259.447709936268,45.3804594415217,19.5351741535507
"34",263.923346218142,46.3699341274685,18.2767898885221
"35",263.437032629711,44.747814577512,20.1359901562253
"36",270.346186102815,48.4219144946813,16.508209214734
"37",273.522095169319,46.6232733865451,19.3734131109607
"38",256.572126523874,45.6022320370602,20.1087759981777
"39",271.754434891639,47.0638753934069,18.5262506210359
"40",259.355027934177,45.2972309816451,20.8886309995044
"41",272.468390405599,48.401242008044,17.3311353193717
"42",255.972004725834,45.6534795786135,20.2496302950193
"43",266.138981525015,47.7985862034243,17.4220071606597
"44",254.602790370261,45.6987000030854,19.1229108994229
"45",260.17035369531,47.2784837027435,16.9836663810588
"46",261.731895485251,44.9746334315261,20.1162184255805
"47",266.519000767125,44.9892180284452,18.1335110592057
"48",271.929026254334,48.6700986897071,17.7135287042105
"49",267.744517335702,43.48509811473,21.966844260351
"50",258.64587237095,45.6721371937849,19.6356205533487
"51",251.533419300739,45.5234281226899,20.4765812451375
"52",256.175933891064,43.0081071531857,20.6718934279528
"53",268.516080232182,44.331777913704,20.0515525708143
"54",265.778249324624,46.1492550286548,19.1384327793786
"55",263.214592782295,47.5322883350975,18.3193056013432
"56",269.880674937331,47.4688864145872,17.6007487880734
"57",260.61827745313,43.8920443447259,20.6545305421898
"58",262.549358096807,43.3010083421951,20.7176624483125
"59",269.360429884263,46.6236882229943,17.5178906040591
"60",267.404349693877,45.8571297808723,18.8812644155906
"61",262.71882321673,43.6841814640987,21.125122268834
"62",254.619494062015,47.0041619495764,18.0598211745543
"63",262.519195472457,45.8541469911874,20.5312847885039
"64",254.727292364772,44.0010635519727,21.3172404330383
"65",271.070469721121,46.089447378113,18.8550124776861
"66",263.293252084199,46.6847043675839,18.4685451694342
"67",254.884894457288,42.6015732457971,21.426013197769
"68",255.19476818431,45.3592557449427,18.629358591208
"69",255.102023990613,45.7714717193469,20.0073038151092
"70",251.562947584161,44.9178693176772,20.2257575692993
"71",253.683193038377,45.0214548619586,20.6123245404166
"72",262.752210363402,45.1881349209542,19.3947899836414
"73",258.910207941633,44.5558868738246,20.4184204801116
"74",254.636642680983,44.7547434324929,21.4008725757188
"75",258.28346524566,44.5275472166134,20.7006268402038
"76",259.721135439414,45.5194877430253,19.5281800720155
"77",257.872023259352,44.6765452690885,19.351036913161
"78",259.307085838334,47.0208151008038,19.8464578146137
"79",259.706902712068,45.608348520603,19.2488274238095
"80",261.135575701721,47.0502670945145,19.3648419267607
